date,state,Total
2009-12,North Carolina,22145
2009-12,North Dakota,3762
2009-12,Ohio,39395
2009-12,Oklahoma,23263
2009-12,Oregon,18767
2009-12,Pennsylvania,56227
2009-12,Rhode Island,1372
2009-12,South Carolina,17670
2009-12,South Dakota,6078
2009-12,Tennessee,38047
2009-12,Texas,96109
2009-12,Utah,9759
2009-12,Vermont,2056
2009-12,Virginia,29884
2009-12,Washington,24756
2009-12,West Virginia,15469
2009-12,Wisconsin,16440
2009-12,Wyoming,4004
2009-11,Alabama,26444
2009-11,Alaska,4513
2009-11,Arizona,11077
2009-11,Arkansas,13431
2009-11,California,39248
2009-11,Colorado,24466
2009-11,Connecticut,7297
2009-11,Delaware,1926
2009-11,District of Columbia,29
2009-11,Florida,44158
2009-11,Georgia,18184
2009-11,Hawaii,0
2009-11,Idaho,5331
2009-11,Illinois,20797
2009-11,Indiana,22459
2009-11,Iowa,5459
2009-11,Kansas,13195
2009-11,Kentucky,19201
2009-11,Louisiana,20540
2009-11,Maine,5274
2009-11,Maryland,9262
2009-11,Massachusetts,4820
2009-11,Michigan,18859
2009-11,Minnesota,15202
2009-11,Mississippi,14844
2009-11,Missouri,27495
2009-11,Montana,5588
2009-11,Nebraska,3638
2009-11,Nevada,6948
2009-11,New Hampshire,4967
2009-11,New Jersey,4713
2009-11,New Mexico,6581
2009-11,New York,20905
2009-11,North Carolina,15836
2009-11,North Dakota,3675
2009-11,Ohio,36899
2009-11,Oklahoma,18181
2009-11,Oregon,14852
2009-11,Pennsylvania,59931
2009-11,Rhode Island,1186
2009-11,South Carolina,16441
2009-11,South Dakota,5411
2009-11,Tennessee,27862
2009-11,Texas,65145
2009-11,Utah,6906
2009-11,Vermont,2068
2009-11,Virginia,27434
2009-11,Washington,17802
2009-11,West Virginia,13554
2009-11,Wisconsin,18935
2009-11,Wyoming,2863
2009-10,Alabama,22837
2009-10,Alaska,6155
2009-10,Arizona,10776
2009-10,Arkansas,11674
2009-10,California,37250
2009-10,Colorado,22940
2009-10,Connecticut,7781
2009-10,Delaware,1763
2009-10,District of Columbia,28
2009-10,Florida,42640
2009-10,Georgia,17629
2009-10,Hawaii,0
2009-10,Idaho,5662
2009-10,Illinois,20137
2009-10,Indiana,21288
2009-10,Iowa,4751
2009-10,Kansas,12469
2009-10,Kentucky,18492
2009-10,Louisiana,20174
2009-10,Maine,7615
2009-10,Maryland,7971
2009-10,Massachusetts,5128
2009-10,Michigan,16440
2009-10,Minnesota,21332
2009-10,Mississippi,11598
2009-10,Missouri,29528
2009-10,Montana,7679
2009-10,Nebraska,3313
2009-10,Nevada,7054
2009-10,New Hampshire,6118
2009-10,New Jersey,4951
2009-10,New Mexico,6975
2009-10,New York,22168
2009-10,North Carolina,13602
2009-10,North Dakota,5084
2009-10,Ohio,31614
2009-10,Oklahoma,15205
2009-10,Oregon,14570
2009-10,Pennsylvania,55927
2009-10,Rhode Island,1355
2009-10,South Carolina,10883
2009-10,South Dakota,7164
2009-10,Tennessee,25617
2009-10,Texas,59218
2009-10,Utah,5794
2009-10,Vermont,2421
2009-10,Virginia,27563
2009-10,Washington,19088
2009-10,West Virginia,12249
2009-10,Wisconsin,20705
2009-10,Wyoming,2749
2009-09,Alabama,20268
2009-09,Alaska,4534
2009-09,Arizona,11110
2009-09,Arkansas,10229
2009-09,California,35033
2009-09,Colorado,21855
2009-09,Connecticut,6365
2009-09,Delaware,1520
2009-09,District of Columbia,23
2009-09,Florida,37959
2009-09,Georgia,14178
2009-09,Hawaii,0
2009-09,Idaho,5303
2009-09,Illinois,16581
2009-09,Indiana,16030
2009-09,Iowa,3457
2009-09,Kansas,9358
2009-09,Kentucky,14546
2009-09,Louisiana,23598
2009-09,Maine,5675
2009-09,Maryland,6978
2009-09,Massachusetts,4143
2009-09,Michigan,14112
2009-09,Minnesota,18127
2009-09,Mississippi,9805
2009-09,Missouri,23238
2009-09,Montana,6424
2009-09,Nebraska,2493
2009-09,Nevada,5704
2009-09,New Hampshire,4642
2009-09,New Jersey,4083
2009-09,New Mexico,6515
2009-09,New York,18241
2009-09,North Carolina,10592
2009-09,North Dakota,3471
2009-09,Ohio,25975
2009-09,Oklahoma,12902
2009-09,Oregon,14441
2009-09,Pennsylvania,50235
2009-09,Rhode Island,1098
2009-09,South Carolina,10360
2009-09,South Dakota,5404
2009-09,Tennessee,21665
2009-09,Texas,56568
2009-09,Utah,5585
2009-09,Vermont,2028
2009-09,Virginia,21425
2009-09,Washington,16552
2009-09,West Virginia,9454
2009-09,Wisconsin,17421
2009-09,Wyoming,2916
2009-08,Alabama,20614
2009-08,Alaska,4664
2009-08,Arizona,11124
2009-08,Arkansas,8783
2009-08,California,38588
2009-08,Colorado,22782
2009-08,Connecticut,6438
2009-08,Delaware,1545
2009-08,District of Columbia,30
2009-08,Florida,38608
2009-08,Georgia,14589
2009-08,Hawaii,0
2009-08,Idaho,4747
2009-08,Illinois,16623
2009-08,Indiana,16961
2009-08,Iowa,2661
2009-08,Kansas,10076
2009-08,Kentucky,13566
2009-08,Louisiana,16459
2009-08,Maine,4216
2009-08,Maryland,6271
2009-08,Massachusetts,3594
2009-08,Michigan,12029
2009-08,Minnesota,15085
2009-08,Mississippi,9356
2009-08,Missouri,23418
2009-08,Montana,6240
2009-08,Nebraska,2119
2009-08,Nevada,6396
2009-08,New Hampshire,4106
2009-08,New Jersey,4169
2009-08,New Mexico,6717
2009-08,New York,14193
2009-08,North Carolina,9709
2009-08,North Dakota,3009
2009-08,Ohio,25088
2009-08,Oklahoma,14314
2009-08,Oregon,12175
2009-08,Pennsylvania,44740
2009-08,Rhode Island,968
2009-08,South Carolina,9876
2009-08,South Dakota,4478
2009-08,Tennessee,21665
2009-08,Texas,56984
2009-08,Utah,4895
2009-08,Vermont,1644
2009-08,Virginia,20882
2009-08,Washington,16399
2009-08,West Virginia,8200
2009-08,Wisconsin,14566
2009-08,Wyoming,2920
2009-07,Alabama,17474
2009-07,Alaska,3932
2009-07,Arizona,10328
2009-07,Arkansas,7560
2009-07,California,35766
2009-07,Colorado,20949
2009-07,Connecticut,5798
2009-07,Delaware,1245
2009-07,District of Columbia,24
2009-07,Florida,37255
2009-07,Georgia,11566
2009-07,Hawaii,0
2009-07,Idaho,3908
2009-07,Illinois,13818
2009-07,Indiana,13697
2009-07,Iowa,1795
2009-07,Kansas,7444
2009-07,Kentucky,12651
2009-07,Louisiana,13458
2009-07,Maine,3648
2009-07,Maryland,6215
2009-07,Massachusetts,3769
2009-07,Michigan,9091
2009-07,Minnesota,10203
2009-07,Mississippi,7394
2009-07,Missouri,19346
2009-07,Montana,5146
2009-07,Nebraska,1416
2009-07,Nevada,5516
2009-07,New Hampshire,3854
2009-07,New Jersey,4426
2009-07,New Mexico,5744
2009-07,New York,12636
2009-07,North Carolina,7669
2009-07,North Dakota,2404
2009-07,Ohio,23833
2009-07,Oklahoma,12120
2009-07,Oregon,10975
2009-07,Pennsylvania,42655
2009-07,Rhode Island,922
2009-07,South Carolina,9085
2009-07,South Dakota,3374
2009-07,Tennessee,19315
2009-07,Texas,45907
2009-07,Utah,4106
2009-07,Vermont,1437
2009-07,Virginia,20436
2009-07,Washington,14167
2009-07,West Virginia,7288
2009-07,Wisconsin,10293
2009-07,Wyoming,2422
2009-06,Alabama,15787
2009-06,Alaska,4088
2009-06,Arizona,11229
2009-06,Arkansas,7292
2009-06,California,39009
2009-06,Colorado,24127
2009-06,Connecticut,6335
2009-06,Delaware,1318
2009-06,District of Columbia,28
2009-06,Florida,36900
2009-06,Georgia,11336
2009-06,Hawaii,0
2009-06,Idaho,4253
2009-06,Illinois,14440
2009-06,Indiana,13621
2009-06,Iowa,1820
2009-06,Kansas,7418
2009-06,Kentucky,11741
2009-06,Louisiana,12207
2009-06,Maine,3582
2009-06,Maryland,6344
2009-06,Massachusetts,3924
2009-06,Michigan,9106
2009-06,Minnesota,10523
2009-06,Mississippi,6410
2009-06,Missouri,19216
2009-06,Montana,5751
2009-06,Nebraska,1365
2009-06,Nevada,6304
2009-06,New Hampshire,3812
2009-06,New Jersey,4737
2009-06,New Mexico,6247
2009-06,New York,13459
2009-06,North Carolina,7522
2009-06,North Dakota,2448
2009-06,Ohio,23589
2009-06,Oklahoma,11494
2009-06,Oregon,12100
2009-06,Pennsylvania,43261
2009-06,Rhode Island,1072
2009-06,South Carolina,7859
2009-06,South Dakota,3538
2009-06,Tennessee,18323
2009-06,Texas,46669
2009-06,Utah,5164
2009-06,Vermont,1349
2009-06,Virginia,17106
2009-06,Washington,15251
2009-06,West Virginia,7282
2009-06,Wisconsin,10355
2009-06,Wyoming,2994
2009-05,Alabama,17266
2009-05,Alaska,4572
2009-05,Arizona,12743
2009-05,Arkansas,8128
2009-05,California,41601
2009-05,Colorado,27595
2009-05,Connecticut,6738
2009-05,Delaware,1439
2009-05,District of Columbia,29
2009-05,Florida,39414
2009-05,Georgia,12695
2009-05,Hawaii,0
2009-05,Idaho,4781
2009-05,Illinois,15471
2009-05,Indiana,15735
2009-05,Iowa,1990
2009-05,Kansas,8437
2009-05,Kentucky,13164
2009-05,Louisiana,13165
2009-05,Maine,3735
2009-05,Maryland,6193
2009-05,Massachusetts,4174
2009-05,Michigan,10364
2009-05,Minnesota,11594
2009-05,Mississippi,7432
2009-05,Missouri,20786
2009-05,Montana,6354
2009-05,Nebraska,1399
2009-05,Nevada,6899
2009-05,New Hampshire,4126
2009-05,New Jersey,4567
2009-05,New Mexico,6505
2009-05,New York,14100
2009-05,North Carolina,8393
2009-05,North Dakota,2764
2009-05,Ohio,25794
2009-05,Oklahoma,13995
2009-05,Oregon,14052
2009-05,Pennsylvania,45634
2009-05,Rhode Island,1158
2009-05,South Carolina,9120
2009-05,South Dakota,3528
2009-05,Tennessee,20452
2009-05,Texas,54190
2009-05,Utah,5621
2009-05,Vermont,1564
2009-05,Virginia,19811
2009-05,Washington,18248
2009-05,West Virginia,7854
2009-05,Wisconsin,11706
2009-05,Wyoming,3252
2009-04,Alabama,18769
2009-04,Alaska,5459
2009-04,Arizona,15895
2009-04,Arkansas,10325
2009-04,California,47424
2009-04,Colorado,30277
2009-04,Connecticut,7847
2009-04,Delaware,1736
2009-04,District of Columbia,34
2009-04,Florida,47197
2009-04,Georgia,15542
2009-04,Hawaii,0
2009-04,Idaho,6586
2009-04,Illinois,19803
2009-04,Indiana,19880
2009-04,Iowa,3167
2009-04,Kansas,11030
2009-04,Kentucky,16786
2009-04,Louisiana,15919
2009-04,Maine,4959
2009-04,Maryland,8340
2009-04,Massachusetts,5011
2009-04,Michigan,13782
2009-04,Minnesota,19172
2009-04,Mississippi,9168
2009-04,Missouri,27748
2009-04,Montana,6985
2009-04,Nebraska,1909
2009-04,Nevada,9158
2009-04,New Hampshire,5436
2009-04,New Jersey,5059
2009-04,New Mexico,7717
2009-04,New York,18520
2009-04,North Carolina,9773
2009-04,North Dakota,3456
2009-04,Ohio,34025
2009-04,Oklahoma,18823
2009-04,Oregon,16933
2009-04,Pennsylvania,59601
2009-04,Rhode Island,1469
2009-04,South Carolina,11197
2009-04,South Dakota,5310
2009-04,Tennessee,24379
2009-04,Texas,65037
2009-04,Utah,7417
2009-04,Vermont,2129
2009-04,Virginia,26103
2009-04,Washington,20956
2009-04,West Virginia,10194
2009-04,Wisconsin,19406
2009-04,Wyoming,3738
2009-03,Alabama,25267
2009-03,Alaska,4843
2009-03,Arizona,16775
2009-03,Arkansas,13191
2009-03,California,51438
2009-03,Colorado,32067
2009-03,Connecticut,9100
2009-03,Delaware,2031
2009-03,District of Columbia,40
2009-03,Florida,53771
2009-03,Georgia,21563
2009-03,Hawaii,0
2009-03,Idaho,7963
2009-03,Illinois,23873
2009-03,Indiana,25313
2009-03,Iowa,4502
2009-03,Kansas,13572
2009-03,Kentucky,20152
2009-03,Louisiana,19647
2009-03,Maine,5646
2009-03,Maryland,9615
2009-03,Massachusetts,5950
2009-03,Michigan,16490
2009-03,Minnesota,19365
2009-03,Mississippi,11287
2009-03,Missouri,33306
2009-03,Montana,7563
2009-03,Nebraska,2371
2009-03,Nevada,9989
2009-03,New Hampshire,5651
2009-03,New Jersey,5264
2009-03,New Mexico,9241
2009-03,New York,19331
2009-03,North Carolina,12660
2009-03,North Dakota,3242
2009-03,Ohio,40437
2009-03,Oklahoma,19387
2009-03,Oregon,20755
2009-03,Pennsylvania,69392
2009-03,Rhode Island,1557
2009-03,South Carolina,13907
2009-03,South Dakota,5575
2009-03,Tennessee,30201
2009-03,Texas,73327
2009-03,Utah,8477
2009-03,Vermont,2456
2009-03,Virginia,28923
2009-03,Washington,24443
2009-03,West Virginia,11798
2009-03,Wisconsin,23669
2009-03,Wyoming,4461
2009-02,Alabama,26310
2009-02,Alaska,4344
2009-02,Arizona,16566
2009-02,Arkansas,14579
2009-02,California,42137
2009-02,Colorado,29189
2009-02,Connecticut,8290
2009-02,Delaware,1886
2009-02,District of Columbia,40
2009-02,Florida,51989
2009-02,Georgia,24930
2009-02,Hawaii,0
2009-02,Idaho,6832
2009-02,Illinois,19780
2009-02,Indiana,23447
2009-02,Iowa,3580
2009-02,Kansas,12372
2009-02,Kentucky,20716
2009-02,Louisiana,19654
2009-02,Maine,4426
2009-02,Maryland,9066
2009-02,Massachusetts,4711
2009-02,Michigan,13815
2009-02,Minnesota,14238
2009-02,Mississippi,13564
2009-02,Missouri,32151
2009-02,Montana,6425
2009-02,Nebraska,2164
2009-02,Nevada,8595
2009-02,New Hampshire,4853
2009-02,New Jersey,4337
2009-02,New Mexico,9130
2009-02,New York,16518
2009-02,North Carolina,13878
2009-02,North Dakota,3164
2009-02,Ohio,36857
2009-02,Oklahoma,21066
2009-02,Oregon,18034
2009-02,Pennsylvania,57341
2009-02,Rhode Island,1355
2009-02,South Carolina,15773
2009-02,South Dakota,5293
2009-02,Tennessee,31774
2009-02,Texas,76691
2009-02,Utah,8897
2009-02,Vermont,2314
2009-02,Virginia,29763
2009-02,Washington,22549
2009-02,West Virginia,11815
2009-02,Wisconsin,16730
2009-02,Wyoming,4097
2009-01,Alabama,25620
2009-01,Alaska,3959
2009-01,Arizona,15509
2009-01,Arkansas,12378
2009-01,California,42808
2009-01,Colorado,28192
2009-01,Connecticut,7787
2009-01,Delaware,1860
2009-01,District of Columbia,34
2009-01,Florida,49309
2009-01,Georgia,21282
2009-01,Hawaii,0
2009-01,Idaho,6129
2009-01,Illinois,18937
2009-01,Indiana,22722
2009-01,Iowa,3373
2009-01,Kansas,13377
2009-01,Kentucky,18428
2009-01,Louisiana,20437
2009-01,Maine,4032
2009-01,Maryland,8578
2009-01,Massachusetts,4539
2009-01,Michigan,12228
2009-01,Minnesota,12971
2009-01,Mississippi,13416
2009-01,Missouri,29179
2009-01,Montana,5349
2009-01,Nebraska,2386
2009-01,Nevada,8580
2009-01,New Hampshire,4738
2009-01,New Jersey,4216
2009-01,New Mexico,8024
2009-01,New York,15862
2009-01,North Carolina,13723
2009-01,North Dakota,3092
2009-01,Ohio,31915
2009-01,Oklahoma,19369
2009-01,Oregon,16699
2009-01,Pennsylvania,54473
2009-01,Rhode Island,1287
2009-01,South Carolina,13179
2009-01,South Dakota,5175
2009-01,Tennessee,29281
2009-01,Texas,72381
2009-01,Utah,9314
2009-01,Vermont,1619
2009-01,Virginia,27133
2009-01,Washington,21169
2009-01,West Virginia,10307
2009-01,Wisconsin,13847
2009-01,Wyoming,3776
2008-12,Alabama,42886
2008-12,Alaska,6779
2008-12,Arizona,21321
2008-12,Arkansas,21496
2008-12,California,50377
2008-12,Colorado,35616
2008-12,Connecticut,8288
2008-12,Delaware,2640
2008-12,District of Columbia,44
2008-12,Florida,64201
2008-12,Georgia,35973
2008-12,Hawaii,0
2008-12,Idaho,9202
2008-12,Illinois,23716
2008-12,Indiana,28163
2008-12,Iowa,6325
2008-12,Kansas,17046
2008-12,Kentucky,31082
2008-12,Louisiana,39601
2008-12,Maine,5465
2008-12,Maryland,11170
2008-12,Massachusetts,4662
2008-12,Michigan,18712
2008-12,Minnesota,16942
2008-12,Mississippi,26827
2008-12,Missouri,38780
2008-12,Montana,8373
2008-12,Nebraska,4971
2008-12,Nevada,11964
2008-12,New Hampshire,4807
2008-12,New Jersey,4618
2008-12,New Mexico,11881
2008-12,New York,20918
2008-12,North Carolina,27320
2008-12,North Dakota,4145
2008-12,Ohio,43862
2008-12,Oklahoma,28049
2008-12,Oregon,20848
2008-12,Pennsylvania,67667
2008-12,Rhode Island,1373
2008-12,South Carolina,21094
2008-12,South Dakota,7571
2008-12,Tennessee,41545
2008-12,Texas,119629
2008-12,Utah,14894
2008-12,Vermont,2045
2008-12,Virginia,37986
2008-12,Washington,24872
2008-12,West Virginia,17429
2008-12,Wisconsin,18283
2008-12,Wyoming,5988
2008-11,Alabama,35752
2008-11,Alaska,7733
2008-11,Arizona,18815
2008-11,Arkansas,19146
2008-11,California,50035
2008-11,Colorado,39798
2008-11,Connecticut,9364
2008-11,Delaware,2512
2008-11,District of Columbia,55
2008-11,Florida,64181
2008-11,Georgia,30354
2008-11,Hawaii,0
2008-11,Idaho,9053
2008-11,Illinois,23970
2008-11,Indiana,29760
2008-11,Iowa,6897
2008-11,Kansas,17404
2008-11,Kentucky,25766
2008-11,Louisiana,35943
2008-11,Maine,6201
2008-11,Maryland,13415
2008-11,Massachusetts,5501
2008-11,Michigan,23546
2008-11,Minnesota,19802
2008-11,Mississippi,24200
2008-11,Missouri,37438
2008-11,Montana,8162
2008-11,Nebraska,4845
2008-11,Nevada,12409
2008-11,New Hampshire,6351
2008-11,New Jersey,4954
2008-11,New Mexico,10913
2008-11,New York,24873
2008-11,North Carolina,24405
2008-11,North Dakota,4870
2008-11,Ohio,51093
2008-11,Oklahoma,28998
2008-11,Oregon,22547
2008-11,Pennsylvania,78344
2008-11,Rhode Island,1618
2008-11,South Carolina,23830
2008-11,South Dakota,7265
2008-11,Tennessee,38954
2008-11,Texas,114922
2008-11,Utah,13282
2008-11,Vermont,2417
2008-11,Virginia,39241
2008-11,Washington,27982
2008-11,West Virginia,16318
2008-11,Wisconsin,23569
2008-11,Wyoming,5537
2008-10,Alabama,21239
2008-10,Alaska,5682
2008-10,Arizona,11971
2008-10,Arkansas,13210
2008-10,California,36052
2008-10,Colorado,26115
2008-10,Connecticut,6896
2008-10,Delaware,1716
2008-10,District of Columbia,49
2008-10,Florida,42513
2008-10,Georgia,20791
2008-10,Hawaii,0
2008-10,Idaho,6423
2008-10,Illinois,16664
2008-10,Indiana,20152
2008-10,Iowa,4936
2008-10,Kansas,11400
2008-10,Kentucky,17809
2008-10,Louisiana,25159
2008-10,Maine,7440
2008-10,Maryland,8327
2008-10,Massachusetts,4002
2008-10,Michigan,18058
2008-10,Minnesota,21406
2008-10,Mississippi,13513
2008-10,Missouri,28398
2008-10,Montana,8163
2008-10,Nebraska,3516
2008-10,Nevada,7902
2008-10,New Hampshire,5284
2008-10,New Jersey,3924
2008-10,New Mexico,7882
2008-10,New York,20398
2008-10,North Carolina,14549
2008-10,North Dakota,5853
2008-10,Ohio,29546
2008-10,Oklahoma,15808
2008-10,Oregon,14599
2008-10,Pennsylvania,55008
2008-10,Rhode Island,1171
2008-10,South Carolina,11278
2008-10,South Dakota,7885
2008-10,Tennessee,24425
2008-10,Texas,68161
2008-10,Utah,7062
2008-10,Vermont,2367
2008-10,Virginia,25120
2008-10,Washington,19583
2008-10,West Virginia,12253
2008-10,Wisconsin,20099
2008-10,Wyoming,3287
2008-09,Alabama,18381
2008-09,Alaska,6450
2008-09,Arizona,10981
2008-09,Arkansas,9770
2008-09,California,32101
2008-09,Colorado,21596
2008-09,Connecticut,5535
2008-09,Delaware,1349
2008-09,District of Columbia,39
2008-09,Florida,32573
2008-09,Georgia,13801
2008-09,Hawaii,0
2008-09,Idaho,5751
2008-09,Illinois,13710
2008-09,Indiana,14729
2008-09,Iowa,3741
2008-09,Kansas,7877
2008-09,Kentucky,13453
2008-09,Louisiana,15431
2008-09,Maine,5403
2008-09,Maryland,6313
2008-09,Massachusetts,3325
2008-09,Michigan,15906
2008-09,Minnesota,19959
2008-09,Mississippi,9162
2008-09,Missouri,19431
2008-09,Montana,6757
2008-09,Nebraska,2620
2008-09,Nevada,5682
2008-09,New Hampshire,3963
2008-09,New Jersey,3182
2008-09,New Mexico,6346
2008-09,New York,17265
2008-09,North Carolina,10054
2008-09,North Dakota,4238
2008-09,Ohio,21952
2008-09,Oklahoma,12774
2008-09,Oregon,14520
2008-09,Pennsylvania,46038
2008-09,Rhode Island,931
2008-09,South Carolina,9076
2008-09,South Dakota,5893
2008-09,Tennessee,18442
2008-09,Texas,55075
2008-09,Utah,6332
2008-09,Vermont,2053
2008-09,Virginia,20124
2008-09,Washington,16208
2008-09,West Virginia,8492
2008-09,Wisconsin,17218
2008-09,Wyoming,3307
2008-08,Alabama,18265
2008-08,Alaska,4831
2008-08,Arizona,11278
2008-08,Arkansas,8867
2008-08,California,34406
2008-08,Colorado,22460
2008-08,Connecticut,5266
2008-08,Delaware,1296
2008-08,District of Columbia,1
2008-08,Florida,32879
2008-08,Georgia,14765
2008-08,Hawaii,0
2008-08,Idaho,5206
2008-08,Illinois,13697
2008-08,Indiana,15082
2008-08,Iowa,2634
2008-08,Kansas,8785
2008-08,Kentucky,13828
2008-08,Louisiana,17475
2008-08,Maine,4552
2008-08,Maryland,5856
2008-08,Massachusetts,3463
2008-08,Michigan,12550
2008-08,Minnesota,14637
2008-08,Mississippi,10445
2008-08,Missouri,21527
2008-08,Montana,6037
2008-08,Nebraska,2220
2008-08,Nevada,6525
2008-08,New Hampshire,3786
2008-08,New Jersey,2856
2008-08,New Mexico,6557
2008-08,New York,12473
2008-08,North Carolina,10551
2008-08,North Dakota,3096
2008-08,Ohio,21245
2008-08,Oklahoma,13919
2008-08,Oregon,12156
2008-08,Pennsylvania,41691
2008-08,Rhode Island,846
