date,state,Total
2011-08,Delaware,1542
2011-08,District of Columbia,11
2011-08,Florida,47238
2011-08,Georgia,16768
2011-08,Hawaii,0
2011-08,Idaho,5763
2011-08,Illinois,21178
2011-08,Indiana,20491
2011-08,Iowa,2711
2011-08,Kansas,9899
2011-08,Kentucky,14395
2011-08,Louisiana,18256
2011-08,Maine,5406
2011-08,Maryland,7627
2011-08,Massachusetts,5814
2011-08,Michigan,11469
2011-08,Minnesota,16378
2011-08,Mississippi,10734
2011-08,Missouri,25189
2011-08,Montana,6537
2011-08,Nebraska,2290
2011-08,Nevada,7698
2011-08,New Hampshire,4869
2011-08,New Jersey,4553
2011-08,New Mexico,7557
2011-08,New York,17149
2011-08,North Carolina,11109
2011-08,North Dakota,4305
2011-08,Ohio,31823
2011-08,Oklahoma,17278
2011-08,Oregon,14259
2011-08,Pennsylvania,54689
2011-08,Rhode Island,1367
2011-08,South Carolina,11334
2011-08,South Dakota,4981
2011-08,Tennessee,26595
2011-08,Texas,67885
2011-08,Utah,5366
2011-08,Vermont,1973
2011-08,Virginia,23087
2011-08,Washington,19697
2011-08,West Virginia,10233
2011-08,Wisconsin,18588
2011-08,Wyoming,3312
2011-07,Alabama,17752
2011-07,Alaska,4796
2011-07,Arizona,12927
2011-07,Arkansas,7600
2011-07,California,43121
2011-07,Colorado,22111
2011-07,Connecticut,5967
2011-07,Delaware,1347
2011-07,District of Columbia,3
2011-07,Florida,42107
2011-07,Georgia,13784
2011-07,Hawaii,0
2011-07,Idaho,4634
2011-07,Illinois,16713
2011-07,Indiana,16135
2011-07,Iowa,1869
2011-07,Kansas,7689
2011-07,Kentucky,11648
2011-07,Louisiana,14591
2011-07,Maine,4739
2011-07,Maryland,6324
2011-07,Massachusetts,4902
2011-07,Michigan,7775
2011-07,Minnesota,10761
2011-07,Mississippi,7997
2011-07,Missouri,20097
2011-07,Montana,5653
2011-07,Nebraska,1396
2011-07,Nevada,6833
2011-07,New Hampshire,4421
2011-07,New Jersey,4283
2011-07,New Mexico,6399
2011-07,New York,12764
2011-07,North Carolina,8106
2011-07,North Dakota,3024
2011-07,Ohio,27405
2011-07,Oklahoma,14338
2011-07,Oregon,13166
2011-07,Pennsylvania,45543
2011-07,Rhode Island,1105
2011-07,South Carolina,8717
2011-07,South Dakota,3458
2011-07,Tennessee,21807
2011-07,Texas,55237
2011-07,Utah,4637
2011-07,Vermont,1551
2011-07,Virginia,23271
2011-07,Washington,17693
2011-07,West Virginia,8472
2011-07,Wisconsin,13848
2011-07,Wyoming,2832
2011-06,Alabama,17915
2011-06,Alaska,4633
2011-06,Arizona,12661
2011-06,Arkansas,7173
2011-06,California,48644
2011-06,Colorado,22374
2011-06,Connecticut,6470
2011-06,Delaware,1381
2011-06,District of Columbia,6
2011-06,Florida,42305
2011-06,Georgia,13369
2011-06,Hawaii,0
2011-06,Idaho,5136
2011-06,Illinois,16856
2011-06,Indiana,16309
2011-06,Iowa,1857
2011-06,Kansas,7086
2011-06,Kentucky,11481
2011-06,Louisiana,13766
2011-06,Maine,4260
2011-06,Maryland,6198
2011-06,Massachusetts,4903
2011-06,Michigan,8017
2011-06,Minnesota,11466
2011-06,Mississippi,7090
2011-06,Missouri,20325
2011-06,Montana,5693
2011-06,Nebraska,1441
2011-06,Nevada,6953
2011-06,New Hampshire,4333
2011-06,New Jersey,4471
2011-06,New Mexico,6622
2011-06,New York,13845
2011-06,North Carolina,7893
2011-06,North Dakota,2967
2011-06,Ohio,26178
2011-06,Oklahoma,13856
2011-06,Oregon,14978
2011-06,Pennsylvania,46198
2011-06,Rhode Island,1195
2011-06,South Carolina,8647
2011-06,South Dakota,3579
2011-06,Tennessee,21045
2011-06,Texas,54445
2011-06,Utah,5047
2011-06,Vermont,1711
2011-06,Virginia,19279
2011-06,Washington,18469
2011-06,West Virginia,8080
2011-06,Wisconsin,13359
2011-06,Wyoming,3011
2011-05,Alabama,16723
2011-05,Alaska,5093
2011-05,Arizona,13702
2011-05,Arkansas,7395
2011-05,California,45650
2011-05,Colorado,24525
2011-05,Connecticut,6880
2011-05,Delaware,1412
2011-05,District of Columbia,15
2011-05,Florida,42140
2011-05,Georgia,13499
2011-05,Hawaii,0
2011-05,Idaho,5438
2011-05,Illinois,18314
2011-05,Indiana,16272
2011-05,Iowa,1866
2011-05,Kansas,7867
2011-05,Kentucky,11793
2011-05,Louisiana,12872
2011-05,Maine,4449
2011-05,Maryland,6758
2011-05,Massachusetts,5035
2011-05,Michigan,8998
2011-05,Minnesota,12972
2011-05,Mississippi,7243
2011-05,Missouri,21787
2011-05,Montana,6162
2011-05,Nebraska,1645
2011-05,Nevada,7858
2011-05,New Hampshire,4488
2011-05,New Jersey,4744
2011-05,New Mexico,6841
2011-05,New York,15436
2011-05,North Carolina,7795
2011-05,North Dakota,3446
2011-05,Ohio,28898
2011-05,Oklahoma,13804
2011-05,Oregon,16816
2011-05,Pennsylvania,48187
2011-05,Rhode Island,1191
2011-05,South Carolina,8493
2011-05,South Dakota,4034
2011-05,Tennessee,21073
2011-05,Texas,55711
2011-05,Utah,5502
2011-05,Vermont,1833
2011-05,Virginia,20659
2011-05,Washington,19122
2011-05,West Virginia,8422
2011-05,Wisconsin,14049
2011-05,Wyoming,3317
2011-04,Alabama,18165
2011-04,Alaska,6845
2011-04,Arizona,16424
2011-04,Arkansas,8830
2011-04,California,60133
2011-04,Colorado,28366
2011-04,Connecticut,8295
2011-04,Delaware,1682
2011-04,District of Columbia,39
2011-04,Florida,47081
2011-04,Georgia,14960
2011-04,Hawaii,0
2011-04,Idaho,6680
2011-04,Illinois,21451
2011-04,Indiana,20970
2011-04,Iowa,3065
2011-04,Kansas,10372
2011-04,Kentucky,15536
2011-04,Louisiana,14103
2011-04,Maine,5485
2011-04,Maryland,8282
2011-04,Massachusetts,6425
2011-04,Michigan,11980
2011-04,Minnesota,19250
2011-04,Mississippi,8325
2011-04,Missouri,27118
2011-04,Montana,7120
2011-04,Nebraska,2035
2011-04,Nevada,8070
2011-04,New Hampshire,5922
2011-04,New Jersey,5326
2011-04,New Mexico,7788
2011-04,New York,20614
2011-04,North Carolina,9544
2011-04,North Dakota,4437
2011-04,Ohio,37241
2011-04,Oklahoma,17903
2011-04,Oregon,18878
2011-04,Pennsylvania,61840
2011-04,Rhode Island,1560
2011-04,South Carolina,10423
2011-04,South Dakota,5080
2011-04,Tennessee,24337
2011-04,Texas,59740
2011-04,Utah,6781
2011-04,Vermont,2611
2011-04,Virginia,25922
2011-04,Washington,22376
2011-04,West Virginia,11049
2011-04,Wisconsin,19335
2011-04,Wyoming,3652
2011-03,Alabama,23519
2011-03,Alaska,5957
2011-03,Arizona,19494
2011-03,Arkansas,12491
2011-03,California,60317
2011-03,Colorado,32201
2011-03,Connecticut,9497
2011-03,Delaware,2121
2011-03,District of Columbia,39
2011-03,Florida,54859
2011-03,Georgia,20847
2011-03,Hawaii,0
2011-03,Idaho,7602
2011-03,Illinois,27829
2011-03,Indiana,27996
2011-03,Iowa,4218
2011-03,Kansas,15229
2011-03,Kentucky,19549
2011-03,Louisiana,17553
2011-03,Maine,6516
2011-03,Maryland,9358
2011-03,Massachusetts,7227
2011-03,Michigan,14900
2011-03,Minnesota,19946
2011-03,Mississippi,11104
2011-03,Missouri,33703
2011-03,Montana,7637
2011-03,Nebraska,2650
2011-03,Nevada,10004
2011-03,New Hampshire,5897
2011-03,New Jersey,5683
2011-03,New Mexico,8967
2011-03,New York,22204
2011-03,North Carolina,11550
2011-03,North Dakota,4338
2011-03,Ohio,44027
2011-03,Oklahoma,19700
2011-03,Oregon,21253
2011-03,Pennsylvania,72026
2011-03,Rhode Island,1756
2011-03,South Carolina,13653
2011-03,South Dakota,5808
2011-03,Tennessee,31430
2011-03,Texas,71912
2011-03,Utah,7272
2011-03,Vermont,2835
2011-03,Virginia,30593
2011-03,Washington,25924
2011-03,West Virginia,13189
2011-03,Wisconsin,23043
2011-03,Wyoming,4274
2011-02,Alabama,26011
2011-02,Alaska,4585
2011-02,Arizona,19490
2011-02,Arkansas,13743
2011-02,California,48467
2011-02,Colorado,28053
2011-02,Connecticut,7891
2011-02,Delaware,1878
2011-02,District of Columbia,33
2011-02,Florida,57714
2011-02,Georgia,25167
2011-02,Hawaii,0
2011-02,Idaho,6598
2011-02,Illinois,23052
2011-02,Indiana,24624
2011-02,Iowa,3463
2011-02,Kansas,13507
2011-02,Kentucky,22852
2011-02,Louisiana,18714
2011-02,Maine,4698
2011-02,Maryland,8388
2011-02,Massachusetts,5094
2011-02,Michigan,11468
2011-02,Minnesota,14931
2011-02,Mississippi,13508
2011-02,Missouri,30080
2011-02,Montana,6130
2011-02,Nebraska,2303
2011-02,Nevada,8737
2011-02,New Hampshire,4642
2011-02,New Jersey,4497
2011-02,New Mexico,9040
2011-02,New York,17770
2011-02,North Carolina,13707
2011-02,North Dakota,3605
2011-02,Ohio,40379
2011-02,Oklahoma,19798
2011-02,Oregon,19015
2011-02,Pennsylvania,59957
2011-02,Rhode Island,1529
2011-02,South Carolina,16733
2011-02,South Dakota,5165
2011-02,Tennessee,35637
2011-02,Texas,74523
2011-02,Utah,6548
2011-02,Vermont,2326
2011-02,Virginia,31915
2011-02,Washington,23376
2011-02,West Virginia,13690
2011-02,Wisconsin,16814
2011-02,Wyoming,3609
2011-01,Alabama,20521
2011-01,Alaska,3869
2011-01,Arizona,15947
2011-01,Arkansas,10058
2011-01,California,46126
2011-01,Colorado,25180
2011-01,Connecticut,7247
2011-01,Delaware,1543
2011-01,District of Columbia,17
2011-01,Florida,50835
2011-01,Georgia,16928
2011-01,Hawaii,0
2011-01,Idaho,5345
2011-01,Illinois,20832
2011-01,Indiana,21326
2011-01,Iowa,3145
2011-01,Kansas,11817
2011-01,Kentucky,15386
2011-01,Louisiana,17838
2011-01,Maine,4423
2011-01,Maryland,7303
2011-01,Massachusetts,5109
2011-01,Michigan,9455
2011-01,Minnesota,12433
2011-01,Mississippi,10103
2011-01,Missouri,26159
2011-01,Montana,4800
2011-01,Nebraska,2450
2011-01,Nevada,7663
2011-01,New Hampshire,4458
2011-01,New Jersey,4093
2011-01,New Mexico,6951
2011-01,New York,15569
2011-01,North Carolina,10535
2011-01,North Dakota,3085
2011-01,Ohio,30576
2011-01,Oklahoma,18833
2011-01,Oregon,15001
2011-01,Pennsylvania,48618
2011-01,Rhode Island,1259
2011-01,South Carolina,10792
2011-01,South Dakota,4730
2011-01,Tennessee,26554
2011-01,Texas,65579
2011-01,Utah,5775
2011-01,Vermont,1668
2011-01,Virginia,24482
2011-01,Washington,19599
2011-01,West Virginia,9683
2011-01,Wisconsin,13071
2011-01,Wyoming,2679
2010-12,Alabama,38997
2010-12,Alaska,6742
2010-12,Arizona,20407
2010-12,Arkansas,18590
2010-12,California,56619
2010-12,Colorado,33312
2010-12,Connecticut,8752
2010-12,Delaware,2410
2010-12,District of Columbia,27
2010-12,Florida,62964
2010-12,Georgia,31517
2010-12,Hawaii,0
2010-12,Idaho,8553
2010-12,Illinois,26399
2010-12,Indiana,28065
2010-12,Iowa,6162
2010-12,Kansas,17714
2010-12,Kentucky,27100
2010-12,Louisiana,33777
2010-12,Maine,6602
2010-12,Maryland,9482
2010-12,Massachusetts,5782
2010-12,Michigan,16680
2010-12,Minnesota,16760
2010-12,Mississippi,23371
2010-12,Missouri,36288
2010-12,Montana,8199
2010-12,Nebraska,4810
2010-12,Nevada,10116
2010-12,New Hampshire,5578
2010-12,New Jersey,4847
2010-12,New Mexico,10428
2010-12,New York,22333
2010-12,North Carolina,22827
2010-12,North Dakota,4142
2010-12,Ohio,44631
2010-12,Oklahoma,26571
2010-12,Oregon,20747
2010-12,Pennsylvania,63321
2010-12,Rhode Island,1456
2010-12,South Carolina,18975
2010-12,South Dakota,6879
2010-12,Tennessee,41618
2010-12,Texas,106596
2010-12,Utah,10802
2010-12,Vermont,2344
2010-12,Virginia,32861
2010-12,Washington,25658
2010-12,West Virginia,16274
2010-12,Wisconsin,17478
2010-12,Wyoming,4729
2010-11,Alabama,28065
2010-11,Alaska,4755
2010-11,Arizona,14038
2010-11,Arkansas,14964
2010-11,California,43462
2010-11,Colorado,25692
2010-11,Connecticut,7898
2010-11,Delaware,2058
2010-11,District of Columbia,21
2010-11,Florida,48461
2010-11,Georgia,19655
2010-11,Hawaii,0
2010-11,Idaho,5482
2010-11,Illinois,23584
2010-11,Indiana,24401
2010-11,Iowa,6254
2010-11,Kansas,14152
2010-11,Kentucky,20521
2010-11,Louisiana,23940
2010-11,Maine,5803
2010-11,Maryland,9536
2010-11,Massachusetts,4973
2010-11,Michigan,18991
2010-11,Minnesota,15923
2010-11,Mississippi,18221
2010-11,Missouri,29666
2010-11,Montana,5825
2010-11,Nebraska,4038
2010-11,Nevada,7384
2010-11,New Hampshire,5067
2010-11,New Jersey,5086
2010-11,New Mexico,7275
2010-11,New York,23473
2010-11,North Carolina,16710
2010-11,North Dakota,3930
2010-11,Ohio,40024
2010-11,Oklahoma,20221
2010-11,Oregon,15128
2010-11,Pennsylvania,67239
2010-11,Rhode Island,1331
2010-11,South Carolina,16336
2010-11,South Dakota,6212
2010-11,Tennessee,32100
2010-11,Texas,73915
2010-11,Utah,6933
2010-11,Vermont,2292
2010-11,Virginia,29492
2010-11,Washington,18647
2010-11,West Virginia,15103
2010-11,Wisconsin,20499
2010-11,Wyoming,3078
2010-10,Alabama,21149
2010-10,Alaska,6194
2010-10,Arizona,13005
2010-10,Arkansas,11590
2010-10,California,43703
2010-10,Colorado,23261
2010-10,Connecticut,7655
2010-10,Delaware,1720
2010-10,District of Columbia,26
2010-10,Florida,44225
2010-10,Georgia,18123
2010-10,Hawaii,0
2010-10,Idaho,6166
2010-10,Illinois,19742
2010-10,Indiana,21467
2010-10,Iowa,4345
2010-10,Kansas,12112
2010-10,Kentucky,17121
2010-10,Louisiana,21538
2010-10,Maine,8243
2010-10,Maryland,7462
2010-10,Massachusetts,5046
2010-10,Michigan,15361
2010-10,Minnesota,22991
2010-10,Mississippi,12400
2010-10,Missouri,27561
2010-10,Montana,7989
2010-10,Nebraska,3444
2010-10,Nevada,6516
2010-10,New Hampshire,5724
2010-10,New Jersey,4423
2010-10,New Mexico,6974
2010-10,New York,22166
2010-10,North Carolina,12462
2010-10,North Dakota,5879
2010-10,Ohio,33001
2010-10,Oklahoma,15850
2010-10,Oregon,14964
2010-10,Pennsylvania,56901
2010-10,Rhode Island,1306
2010-10,South Carolina,10168
2010-10,South Dakota,7775
2010-10,Tennessee,25878
2010-10,Texas,60983
2010-10,Utah,5713
2010-10,Vermont,2592
2010-10,Virginia,25771
2010-10,Washington,19270
2010-10,West Virginia,13054
2010-10,Wisconsin,21177
2010-10,Wyoming,2927
2010-09,Alabama,19358
2010-09,Alaska,4792
2010-09,Arizona,13464
2010-09,Arkansas,10196
2010-09,California,38655
2010-09,Colorado,21853
2010-09,Connecticut,7043
2010-09,Delaware,1571
2010-09,District of Columbia,28
2010-09,Florida,40446
2010-09,Georgia,14742
2010-09,Hawaii,0
2010-09,Idaho,6074
2010-09,Illinois,18049
2010-09,Indiana,17553
2010-09,Iowa,3363
2010-09,Kansas,9856
2010-09,Kentucky,14690
2010-09,Louisiana,22618
2010-09,Maine,6544
2010-09,Maryland,6587
2010-09,Massachusetts,4495
2010-09,Michigan,14268
2010-09,Minnesota,20521
2010-09,Mississippi,10283
2010-09,Missouri,23406
2010-09,Montana,6990
2010-09,Nebraska,2494
2010-09,Nevada,6380
2010-09,New Hampshire,4949
2010-09,New Jersey,4076
2010-09,New Mexico,6874
2010-09,New York,19628
2010-09,North Carolina,10427
2010-09,North Dakota,4150
2010-09,Ohio,28284
2010-09,Oklahoma,14387
2010-09,Oregon,16010
2010-09,Pennsylvania,51829
2010-09,Rhode Island,1178
2010-09,South Carolina,10184
2010-09,South Dakota,5684
2010-09,Tennessee,22928
2010-09,Texas,60097
2010-09,Utah,5586
2010-09,Vermont,2344
2010-09,Virginia,22314
2010-09,Washington,18484
2010-09,West Virginia,10080
2010-09,Wisconsin,18252
2010-09,Wyoming,3252
2010-08,Alabama,20140
2010-08,Alaska,5336
2010-08,Arizona,13393
2010-08,Arkansas,8421
2010-08,California,40796
2010-08,Colorado,23820
2010-08,Connecticut,7073
2010-08,Delaware,1418
2010-08,District of Columbia,21
2010-08,Florida,40385
2010-08,Georgia,13986
2010-08,Hawaii,0
2010-08,Idaho,5157
2010-08,Illinois,17951
2010-08,Indiana,18911
2010-08,Iowa,2542
2010-08,Kansas,9520
2010-08,Kentucky,12872
2010-08,Louisiana,17201
2010-08,Maine,4895
2010-08,Maryland,6663
2010-08,Massachusetts,4644
2010-08,Michigan,11285
2010-08,Minnesota,15209
2010-08,Mississippi,10142
2010-08,Missouri,22643
2010-08,Montana,6600
2010-08,Nebraska,2189
2010-08,Nevada,6736
2010-08,New Hampshire,4309
2010-08,New Jersey,3801
2010-08,New Mexico,6937
2010-08,New York,15255
2010-08,North Carolina,9767
2010-08,North Dakota,3208
2010-08,Ohio,26515
2010-08,Oklahoma,14854
2010-08,Oregon,13624
2010-08,Pennsylvania,47203
2010-08,Rhode Island,1151
2010-08,South Carolina,9256
2010-08,South Dakota,4428
2010-08,Tennessee,23114
2010-08,Texas,58511
2010-08,Utah,4781
2010-08,Vermont,1698
2010-08,Virginia,22580
2010-08,Washington,17238
2010-08,West Virginia,8676
2010-08,Wisconsin,14920
2010-08,Wyoming,2889
2010-07,Alabama,16679
2010-07,Alaska,4726
2010-07,Arizona,11805
2010-07,Arkansas,7245
2010-07,California,38524
2010-07,Colorado,20122
2010-07,Connecticut,6061
2010-07,Delaware,1272
2010-07,District of Columbia,31
2010-07,Florida,38922
2010-07,Georgia,11818
2010-07,Hawaii,0
2010-07,Idaho,4284
2010-07,Illinois,15395
2010-07,Indiana,14352
2010-07,Iowa,1756
2010-07,Kansas,7637
2010-07,Kentucky,11802
2010-07,Louisiana,13345
2010-07,Maine,3913
2010-07,Maryland,5880
2010-07,Massachusetts,4053
2010-07,Michigan,7900
2010-07,Minnesota,10616
2010-07,Mississippi,7715
2010-07,Missouri,19047
2010-07,Montana,5126
2010-07,Nebraska,1436
2010-07,Nevada,5881
2010-07,New Hampshire,4301
2010-07,New Jersey,3727
2010-07,New Mexico,6252
2010-07,New York,13097
2010-07,North Carolina,7637
2010-07,North Dakota,2454
2010-07,Ohio,24685
2010-07,Oklahoma,12833
2010-07,Oregon,12353
2010-07,Pennsylvania,42801
2010-07,Rhode Island,990
2010-07,South Carolina,8002
2010-07,South Dakota,3498
2010-07,Tennessee,20916
2010-07,Texas,48965
2010-07,Utah,4303
2010-07,Vermont,1523
2010-07,Virginia,21272
2010-07,Washington,15572
2010-07,West Virginia,7414
2010-07,Wisconsin,10699
2010-07,Wyoming,2382
2010-06,Alabama,15374
2010-06,Alaska,4713
2010-06,Arizona,11029
2010-06,Arkansas,6789
2010-06,California,36580
2010-06,Colorado,19983
2010-06,Connecticut,6662
2010-06,Delaware,1222
2010-06,District of Columbia,21
2010-06,Florida,37228
2010-06,Georgia,10770
2010-06,Hawaii,0
2010-06,Idaho,4577
2010-06,Illinois,14912
2010-06,Indiana,14789
2010-06,Iowa,2003
2010-06,Kansas,7353
2010-06,Kentucky,10346
2010-06,Louisiana,11632
2010-06,Maine,4107
2010-06,Maryland,5587
2010-06,Massachusetts,4006
2010-06,Michigan,8240
2010-06,Minnesota,11195
2010-06,Mississippi,6645
2010-06,Missouri,19753
2010-06,Montana,5538
2010-06,Nebraska,1555
2010-06,Nevada,6225
2010-06,New Hampshire,3986
2010-06,New Jersey,3787
2010-06,New Mexico,6219
2010-06,New York,13826
2010-06,North Carolina,7169
2010-06,North Dakota,2479
2010-06,Ohio,22484
2010-06,Oklahoma,11564
2010-06,Oregon,13216
2010-06,Pennsylvania,42996
2010-06,Rhode Island,1044
2010-06,South Carolina,7559
2010-06,South Dakota,3442
2010-06,Tennessee,19010
2010-06,Texas,45692
2010-06,Utah,4589
2010-06,Vermont,1433
2010-06,Virginia,16652
2010-06,Washington,16787
2010-06,West Virginia,7500
2010-06,Wisconsin,11215
2010-06,Wyoming,2659
2010-05,Alabama,15495
2010-05,Alaska,5007
2010-05,Arizona,12436
2010-05,Arkansas,6786
2010-05,California,40461
2010-05,Colorado,20185
2010-05,Connecticut,6314
2010-05,Delaware,1227
2010-05,District of Columbia,25
2010-05,Florida,38175
2010-05,Georgia,11332
2010-05,Hawaii,0
2010-05,Idaho,4988
2010-05,Illinois,15687
2010-05,Indiana,14512
2010-05,Iowa,1791
2010-05,Kansas,7746
2010-05,Kentucky,10962
2010-05,Louisiana,10912
2010-05,Maine,4011
2010-05,Maryland,5963
2010-05,Massachusetts,4104
2010-05,Michigan,9158
2010-05,Minnesota,11196
2010-05,Mississippi,6845
2010-05,Missouri,19171
2010-05,Montana,5591
2010-05,Nebraska,1492
2010-05,Nevada,7084
2010-05,New Hampshire,3900
2010-05,New Jersey,3912
2010-05,New Mexico,6437
2010-05,New York,14028
2010-05,North Carolina,7514
2010-05,North Dakota,2668
2010-05,Ohio,24471
2010-05,Oklahoma,12704
2010-05,Oregon,14052
2010-05,Pennsylvania,41601
2010-05,Rhode Island,1052
2010-05,South Carolina,7699
2010-05,South Dakota,3639
2010-05,Tennessee,19265
2010-05,Texas,46146
2010-05,Utah,4982
2010-05,Vermont,1638
2010-05,Virginia,27723
2010-05,Washington,17360
2010-05,West Virginia,7347
2010-05,Wisconsin,11368
2010-05,Wyoming,2987
2010-04,Alabama,17347
2010-04,Alaska,5985
2010-04,Arizona,13391
2010-04,Arkansas,7940
2010-04,California,53820
2010-04,Colorado,23609
2010-04,Connecticut,7189
2010-04,Delaware,1439
2010-04,District of Columbia,30
2010-04,Florida,40976
2010-04,Georgia,12484
2010-04,Hawaii,0
2010-04,Idaho,5248
2010-04,Illinois,17025
2010-04,Indiana,16122
2010-04,Iowa,2497
2010-04,Kansas,8819
2010-04,Kentucky,13170
2010-04,Louisiana,11753
2010-04,Maine,4842
2010-04,Maryland,6836
2010-04,Massachusetts,4721
2010-04,Michigan,10702
2010-04,Minnesota,14867
2010-04,Mississippi,7395
2010-04,Missouri,21868
2010-04,Montana,6243
2010-04,Nebraska,1730
2010-04,Nevada,7681
2010-04,New Hampshire,5014
2010-04,New Jersey,4215
2010-04,New Mexico,6976
2010-04,New York,17221
2010-04,North Carolina,8034
2010-04,North Dakota,2946
2010-04,Ohio,29639
2010-04,Oklahoma,15006
2010-04,Oregon,15996
2010-04,Pennsylvania,50038
2010-04,Rhode Island,1199
2010-04,South Carolina,8861
2010-04,South Dakota,4288
2010-04,Tennessee,21062
2010-04,Texas,47651
2010-04,Utah,5518
2010-04,Vermont,2053
2010-04,Virginia,44137
2010-04,Washington,19086
2010-04,West Virginia,8777
2010-04,Wisconsin,16230
2010-04,Wyoming,3115
2010-03,Alabama,22840
2010-03,Alaska,5237
2010-03,Arizona,13756
2010-03,Arkansas,11035
2010-03,California,48936
2010-03,Colorado,26781
2010-03,Connecticut,8859
2010-03,Delaware,1878
2010-03,District of Columbia,39
2010-03,Florida,49967
2010-03,Georgia,18061
2010-03,Hawaii,0
2010-03,Idaho,6133
2010-03,Illinois,23494
2010-03,Indiana,23256
2010-03,Iowa,4310
2010-03,Kansas,12151
2010-03,Kentucky,17261
2010-03,Louisiana,16268
2010-03,Maine,5727
2010-03,Maryland,8265
2010-03,Massachusetts,5716
2010-03,Michigan,14093
2010-03,Minnesota,17112
2010-03,Mississippi,10701
2010-03,Missouri,28761
2010-03,Montana,6954
2010-03,Nebraska,2278
2010-03,Nevada,8459
2010-03,New Hampshire,5169
2010-03,New Jersey,4946
2010-03,New Mexico,8866
2010-03,New York,19374
2010-03,North Carolina,10480
2010-03,North Dakota,3520
2010-03,Ohio,36747
2010-03,Oklahoma,16931
2010-03,Oregon,18279
2010-03,Pennsylvania,65669
2010-03,Rhode Island,1542
2010-03,South Carolina,12339
2010-03,South Dakota,5127
2010-03,Tennessee,27117
2010-03,Texas,59171
2010-03,Utah,6398
2010-03,Vermont,2630
2010-03,Virginia,30216
2010-03,Washington,21860
2010-03,West Virginia,11531
2010-03,Wisconsin,21299
2010-03,Wyoming,3525
2010-02,Alabama,25119
2010-02,Alaska,4233
2010-02,Arizona,15222
2010-02,Arkansas,13274
2010-02,California,40722
2010-02,Colorado,25008
2010-02,Connecticut,7572
2010-02,Delaware,1387
2010-02,District of Columbia,29
2010-02,Florida,48573
2010-02,Georgia,21496
2010-02,Hawaii,0
2010-02,Idaho,5803
2010-02,Illinois,20797
2010-02,Indiana,21409
2010-02,Iowa,3345
2010-02,Kansas,12162
2010-02,Kentucky,20392
2010-02,Louisiana,17055
2010-02,Maine,4668
2010-02,Maryland,6721
2010-02,Massachusetts,4733
2010-02,Michigan,12320
2010-02,Minnesota,12458
2010-02,Mississippi,12379
2010-02,Missouri,29798
2010-02,Montana,5972
2010-02,Nebraska,1897
2010-02,Nevada,7420
2010-02,New Hampshire,4625
2010-02,New Jersey,3655
2010-02,New Mexico,8486
2010-02,New York,15812
2010-02,North Carolina,12434
2010-02,North Dakota,2867
2010-02,Ohio,31838
2010-02,Oklahoma,19795
2010-02,Oregon,16849
2010-02,Pennsylvania,47217
2010-02,Rhode Island,1316
2010-02,South Carolina,14784
2010-02,South Dakota,4626
2010-02,Tennessee,31879
2010-02,Texas,67267
2010-02,Utah,6672
2010-02,Vermont,2234
2010-02,Virginia,25620
2010-02,Washington,21248
2010-02,West Virginia,11058
2010-02,Wisconsin,15610
2010-02,Wyoming,3134
2010-01,Alabama,20155
2010-01,Alaska,3521
2010-01,Arizona,12142
2010-01,Arkansas,9149
2010-01,California,38339
2010-01,Colorado,24265
2010-01,Connecticut,7483
2010-01,Delaware,1638
2010-01,District of Columbia,21
2010-01,Florida,44265
2010-01,Georgia,16203
2010-01,Hawaii,0
2010-01,Idaho,4575
2010-01,Illinois,18566
2010-01,Indiana,19222
2010-01,Iowa,2804
2010-01,Kansas,10786
2010-01,Kentucky,15054
2010-01,Louisiana,14632
2010-01,Maine,3737
2010-01,Maryland,6867
2010-01,Massachusetts,5137
2010-01,Michigan,10524
2010-01,Minnesota,10993
2010-01,Mississippi,9495
2010-01,Missouri,23234
2010-01,Montana,4830
2010-01,Nebraska,1818
2010-01,Nevada,6563
2010-01,New Hampshire,4361
2010-01,New Jersey,4038
2010-01,New Mexico,6569
2010-01,New York,15033
2010-01,North Carolina,10343
2010-01,North Dakota,2630
2010-01,Ohio,28554
2010-01,Oklahoma,14602
2010-01,Oregon,13131
2010-01,Pennsylvania,47289
2010-01,Rhode Island,1270
2010-01,South Carolina,10650
2010-01,South Dakota,3724
2010-01,Tennessee,23183
2010-01,Texas,56471
2010-01,Utah,5294
2010-01,Vermont,1495
2010-01,Virginia,22145
2010-01,Washington,18492
2010-01,West Virginia,8998
2010-01,Wisconsin,12492
2010-01,Wyoming,2522
2009-12,Alabama,37795
2009-12,Alaska,5784
2009-12,Arizona,16332
2009-12,Arkansas,17718
2009-12,California,46696
2009-12,Colorado,29201
2009-12,Connecticut,8358
2009-12,Delaware,2261
2009-12,District of Columbia,19
2009-12,Florida,55448
2009-12,Georgia,28671
2009-12,Hawaii,0
2009-12,Idaho,7487
2009-12,Illinois,23423
2009-12,Indiana,25260
2009-12,Iowa,5619
2009-12,Kansas,15548
2009-12,Kentucky,26634
2009-12,Louisiana,30647
2009-12,Maine,5711
2009-12,Maryland,8546
2009-12,Massachusetts,4646
2009-12,Michigan,17006
2009-12,Minnesota,15453
2009-12,Mississippi,21918
2009-12,Missouri,34882
2009-12,Montana,7604
2009-12,Nebraska,3986
2009-12,Nevada,9302
2009-12,New Hampshire,5004
2009-12,New Jersey,4993
2009-12,New Mexico,9613
2009-12,New York,20799
